Sentence #,Word,POS,Chunk,Tag
9633,after,IN,B-PP,O
9633,women,NNS,B-NP,O
9633,who,WP,B-NP,O
9633,had,VBD,B-VP,O
9633,survived,VBN,I-VP,O
9633,an,DT,B-NP,O
9633,attack,NN,I-NP,O
9633,failed,VBD,B-VP,O
9633,to,TO,I-VP,O
9633,identify,VB,I-VP,O
9633,him,PRP,B-NP,O
9633,.,.,O,O
9635,Russian,JJ,B-NP,B-MISC
9635,army,NN,I-NP,O
9635,",",",",O,O
9635,Chechens,NNP,B-NP,B-MISC
9635,open,JJ,B-ADJP,O
9635,new,JJ,B-NP,O
9635,round,NN,I-NP,O
9635,of,IN,B-PP,O
9635,talks,NNS,B-NP,O
9635,.,.,O,O
9636,MOSCOW,RB,B-ADVP,B-LOC
9636,1996-08-27,CD,B-NP,O
9637,Russia,NNP,B-NP,B-LOC
9637,'s,POS,B-NP,O
9637,military,JJ,I-NP,O
9637,commander,NN,I-NP,O
9637,in,IN,B-PP,O
9637,Chechnya,NNP,B-NP,B-LOC
9637,began,VBD,B-VP,O
9637,new,JJ,B-NP,O
9637,talks,NNS,I-NP,O
9637,with,IN,B-PP,O
9637,separatist,JJ,B-NP,O
9637,chief-of-staff,JJ,I-NP,O
9637,Aslan,NNP,I-NP,B-PER
9637,Maskhadov,NNP,I-NP,I-PER
9637,on,IN,B-PP,O
9637,Tuesday,NNP,B-NP,O
9637,",",",",O,O
9637,Itar-Tass,JJ,B-NP,B-ORG
9637,news,NN,I-NP,O
9637,agency,NN,I-NP,O
9637,said,VBD,B-VP,O
9637,.,.,O,O
9638,Tass,NNP,B-NP,B-ORG
9638,said,VBD,B-VP,O
9638,the,DT,B-NP,O
9638,talks,NNS,I-NP,O
9638,were,VBD,B-VP,O
9638,taking,VBG,I-VP,O
9638,place,NN,B-NP,O
9638,in,IN,B-PP,O
9638,the,DT,B-NP,O
9638,settlement,NN,I-NP,O
9638,of,IN,B-PP,O
9638,Novye,NNP,B-NP,B-LOC
9638,Atagi,NNP,I-NP,I-LOC
9638,",",",",O,O
9638,some,DT,B-NP,O
9638,20,CD,I-NP,O
9638,km,NN,I-NP,O
9638,(,(,O,O
9638,12,CD,B-NP,O
9638,miles,NNS,I-NP,O
9638,),),O,O
9638,south,RB,B-ADVP,O
9638,of,IN,B-PP,O
9638,the,DT,B-NP,O
9638,Chechen,NNP,I-NP,B-MISC
9638,capital,NN,I-NP,O
9638,Grozny,NNP,I-NP,B-LOC
9638,.,.,O,O
9639,The,DT,B-NP,O
9639,talks,NNS,I-NP,O
9639,had,VBD,B-VP,O
9639,been,VBN,I-VP,O
9639,postponed,VBN,I-VP,O
9639,while,IN,B-SBAR,O
9639,the,DT,B-NP,O
9639,Russians,NNPS,I-NP,B-MISC
9639,waited,VBD,B-VP,O
9639,for,IN,B-PP,O
9639,the,DT,B-NP,O
9639,rebels,NNS,I-NP,O
9639,to,TO,B-PP,O
9639,return,NN,B-NP,O
9639,arms,NNS,I-NP,O
9639,and,CC,I-NP,O
9639,ammunition,NN,I-NP,O
9639,seized,VBD,B-VP,O
9639,from,IN,B-PP,O
9639,Russian,JJ,B-NP,B-MISC
9639,soldiers,NNS,I-NP,O
9639,at,IN,B-PP,O
9639,the,DT,B-NP,O
9639,weekend,NN,I-NP,O
9639,.,.,O,O
9640,The,DT,B-NP,O
9640,Chechens,NNPS,I-NP,B-MISC
9640,said,VBD,B-VP,O
9640,on,IN,B-PP,O
9640,Monday,NNP,B-NP,O
9640,they,PRP,B-NP,O
9640,had,VBD,B-VP,O
9640,returned,VBN,I-VP,O
9640,all,PDT,B-NP,O
9640,the,DT,I-NP,O
9640,weapons,NNS,I-NP,O
9640,",",",",O,O
9640,which,WDT,B-NP,O
9640,they,PRP,B-NP,O
9640,said,VBD,B-VP,O
9640,were,VBD,B-VP,O
9640,seized,VBN,I-VP,O
9640,by,IN,B-PP,O
9640,a,DT,B-NP,O
9640,renegade,NN,I-NP,O
9640,group,NN,I-NP,O
9640,.,.,O,O
9641,The,DT,B-NP,O
9641,talks,NNS,I-NP,O
9641,between,IN,B-PP,O
9641,Maskhadov,NNP,B-NP,B-PER
9641,and,CC,O,O
9641,Russia,NNP,B-NP,B-LOC
9641,'s,POS,B-NP,O
9641,Vyacheslav,NNP,I-NP,B-PER
9641,Tikhomirov,NNP,I-NP,I-PER
9641,are,VBP,B-VP,O
9641,aimed,VBN,I-VP,O
9641,at,IN,B-PP,O
9641,putting,VBG,B-VP,O
9641,the,DT,B-NP,O
9641,finishing,JJ,I-NP,O
9641,touches,NNS,I-NP,O
9641,to,TO,B-PP,O
9641,a,DT,B-NP,O
9641,ceasefire,NN,I-NP,O
9641,sealed,JJ,I-NP,O
9641,last,JJ,I-NP,O
9641,week,NN,I-NP,O
9641,in,IN,B-PP,O
9641,talks,NNS,B-NP,O
9641,with,IN,B-PP,O
9641,Russian,JJ,B-NP,B-MISC
9641,security,NN,I-NP,O
9641,chief,NN,I-NP,O
9641,Alexander,NNP,I-NP,B-PER
9641,Lebed,NNP,I-NP,I-PER
9641,.,.,O,O
9642,Lebed,JJ,B-ADJP,B-PER
9642,",",",",O,O
9642,who,WP,B-NP,O
9642,met,VBD,B-VP,O
9642,Russian,JJ,B-NP,B-MISC
9642,Prime,NNP,I-NP,O
9642,Minister,NNP,I-NP,O
9642,Viktor,NNP,I-NP,B-PER
9642,Chernomyrdin,NNP,I-NP,I-PER
9642,on,IN,B-PP,O
9642,Monday,NNP,B-NP,O
9642,to,TO,B-VP,O
9642,discuss,VB,I-VP,O
9642,the,DT,B-NP,O
9642,progress,NN,I-NP,O
9642,he,PRP,B-NP,O
9642,made,VBD,B-VP,O
9642,on,IN,B-PP,O
9642,a,DT,B-NP,O
9642,political,JJ,I-NP,O
9642,settlement,NN,I-NP,O
9642,for,IN,B-PP,O
9642,the,DT,B-NP,O
9642,breakaway,JJ,I-NP,O
9642,region,NN,I-NP,O
9642,",",",",O,O
9642,has,VBZ,B-VP,O
9642,been,VBN,I-VP,O
9642,seeking,VBG,I-VP,O
9642,a,DT,B-NP,O
9642,meeting,NN,I-NP,O
9642,with,IN,B-PP,O
9642,President,NNP,B-NP,O
9642,Boris,NNP,I-NP,B-PER
9642,Yeltsin,NNP,I-NP,I-PER
9642,",",",",O,O
9642,who,WP,B-NP,O
9642,started,VBD,B-VP,O
9642,a,DT,B-NP,O
9642,holiday,NN,I-NP,O
9642,near,IN,B-PP,O
9642,Moscow,NNP,B-NP,B-LOC
9642,on,IN,B-PP,O
9642,Monday,NNP,B-NP,O
9642,.,.,O,O
9644,Argentine,JJ,B-NP,B-MISC
9644,bishop,NN,I-NP,O
9644,reminds,VBZ,B-VP,O
9644,cabinet,NN,B-NP,O
9644,of,IN,B-PP,O
9644,Commandments,NNP,B-NP,O
9644,.,.,O,O
9645,BUENOS,NNP,B-NP,B-LOC
9645,AIRES,NNP,I-NP,I-LOC
9645,",",",",O,O
9645,Argentina,NNP,B-NP,B-LOC
9645,1996-08-27,CD,I-NP,O
9646,The,DT,B-NP,O
9646,Archbishop,NNP,I-NP,O
9646,of,IN,B-PP,O
9646,Buenos,NNP,B-NP,B-LOC
9646,Aires,NNP,I-NP,I-LOC
9646,said,VBD,B-VP,O
9646,on,IN,B-PP,O
9646,Tuesday,NNP,B-NP,O
9646,the,DT,B-NP,O
9646,first,JJ,I-NP,O
9646,thing,NN,I-NP,O
9646,he,PRP,B-NP,O
9646,would,MD,B-VP,O
9646,do,VB,I-VP,O
9646,if,IN,B-SBAR,O
9646,elected,VBN,B-NP,O
9646,president,NN,I-NP,O
9646,of,IN,B-PP,O
9646,Argentina,NNP,B-NP,B-LOC
9646,would,MD,B-VP,O
9646,be,VB,I-VP,O
9646,to,TO,I-VP,O
9646,put,VB,I-VP,O
9646,up,RP,B-PRT,O
9646,posters,NNS,B-NP,O
9646,of,IN,B-PP,O
9646,the,DT,B-NP,O
9646,Ten,CD,I-NP,B-MISC
9646,Commandments,NNP,B-VP,I-MISC
9646,in,IN,B-PP,O
9646,government,NN,B-NP,O
9646,offices,NNS,I-NP,O
9646,.,.,O,O
9647,"""","""",O,O
9647,They,PRP,B-NP,O
9647,asked,VBD,B-VP,O
9647,me,PRP,B-NP,O
9647,what,WP,B-NP,O
9647,would,MD,B-VP,O
9647,be,VB,I-VP,O
9647,the,DT,B-NP,O
9647,first,JJ,I-NP,O
9647,thing,NN,I-NP,O
9647,I,PRP,B-NP,O
9647,would,MD,B-VP,O
9647,do,VB,I-VP,O
9647,if,IN,B-SBAR,O
9647,I,PRP,B-NP,O
9647,were,VBD,B-VP,O
9647,president,NN,B-NP,O
9647,",",",",O,O
9647,and,CC,O,O
9647,I,PRP,B-NP,O
9647,said,VBD,B-VP,O
9647,the,DT,B-NP,O
9647,first,JJ,I-NP,O
9647,thing,NN,I-NP,O
9647,I,PRP,B-NP,O
9647,would,MD,B-VP,O
9647,do,VB,I-VP,O
9647,would,MD,B-VP,O
9647,be,VB,I-VP,O
9647,to,TO,B-VP,O
9647,resign,VB,I-VP,O
9647,straight,RB,B-ADVP,O
9647,away,RB,I-ADVP,O
9647,",",",",O,O
9647,"""","""",O,O
9647,Archbishop,NNP,B-NP,O
9647,Antonio,NNP,I-NP,B-PER
9647,Quarracino,NNP,I-NP,I-PER
9647,said,VBD,B-VP,O
9647,at,IN,B-PP,O
9647,a,DT,B-NP,O
9647,sermon,NN,I-NP,O
9647,attended,VBN,B-VP,O
9647,by,IN,B-PP,O
9647,several,JJ,B-NP,O
9647,cabinet,NN,I-NP,O
9647,ministers,NNS,I-NP,O
9647,.,.,O,O
9648,"""","""",O,O
9648,But,CC,O,O
9648,before,IN,B-PP,O
9648,going,VBG,B-VP,O
9648,",",",",O,O
9648,I,PRP,B-NP,O
9648,would,MD,B-VP,O
9648,have,VB,I-VP,O
9648,big,JJ,B-NP,O
9648,signs,NNS,I-NP,O
9648,put,VBN,B-VP,O
9648,up,RP,B-PRT,O
9648,in,IN,B-PP,O
9648,all,DT,B-NP,O
9648,government,NN,I-NP,O
9648,offices,NNS,I-NP,O
9648,",",",",O,O
9648,those,DT,B-NP,O
9648,to,TO,B-VP,O
9648,do,VB,I-VP,O
9648,with,IN,B-PP,O
9648,justice,NN,B-NP,O
9648,",",",",O,O
9648,in,IN,B-PP,O
9648,all,DT,B-NP,O
9648,sectors,NNS,I-NP,O
9648,",",",",O,O
9648,with,IN,B-PP,O
9648,the,DT,B-NP,O
9648,Ten,CD,I-NP,B-MISC
9648,Commandments,NNP,I-NP,I-MISC
9648,",",",",O,O
9648,"""","""",O,O
9648,he,PRP,B-NP,O
9648,added,VBD,B-VP,O
9648,.,.,O,O
9649,Argentina,NNP,B-NP,B-LOC
9649,'s,POS,B-NP,O
9649,top,CD,I-NP,O
9649,Roman,NNP,I-NP,B-MISC
9649,Catholic,NNP,I-NP,I-MISC
9649,cleric,JJ,I-NP,O
9649,said,VBD,B-VP,O
9649,the,DT,B-NP,O
9649,Biblical,JJ,I-NP,B-MISC
9649,commandment,NN,I-NP,O
9649,"""","""",O,O
9649,Thou,PRP,B-NP,O
9649,shalt,MD,B-VP,O
9649,not,RB,I-VP,O
9649,steal,VB,I-VP,O
9649,"""","""",O,O
9649,would,MD,B-VP,O
9649,get,VB,I-VP,O
9649,special,JJ,B-NP,O
9649,emphasis,NN,I-NP,O
9649,"""","""",O,O
9649,because,IN,B-SBAR,O
9649,it,PRP,B-NP,O
9649,has,VBZ,B-VP,O
9649,to,TO,I-VP,O
9649,be,VB,I-VP,O
9649,about,IN,B-PP,O
9649,the,DT,B-NP,O
9649,most,RBS,I-NP,O
9649,common,JJ,I-NP,O
9649,thing,NN,I-NP,O
9649,these,DT,B-NP,O
9649,days,NNS,I-NP,O
9649,.,.,O,O
9649,"""","""",O,O
9650,Quarracino,NNS,B-NP,B-PER
9650,and,CC,O,O
9650,other,JJ,B-NP,O
9650,Church,NNP,I-NP,O
9650,leaders,NNS,I-NP,O
9650,are,VBP,B-VP,O
9650,regular,JJ,B-NP,O
9650,critics,NNS,I-NP,O
9650,of,IN,B-PP,O
9650,the,DT,B-NP,O
9650,government,NN,I-NP,O
9650,'s,POS,B-NP,O
9650,free-market,JJ,I-NP,O
9650,economic,JJ,I-NP,O
9650,policy,NN,I-NP,O
9650,.,.,O,O
9652,Brazil,NNP,B-NP,B-LOC
9652,'s,POS,B-NP,O
9652,Eletropaulo,NNP,I-NP,B-ORG
9652,names,NNS,I-NP,O
9652,new,JJ,B-ADJP,O
9652,president,NN,B-NP,O
9652,.,.,O,O
9653,SAO,NNP,B-NP,B-PER
9653,PAULO,NNP,I-NP,I-PER
9653,1996-08-27,CD,I-NP,O
9654,Sao,NNP,B-NP,B-LOC
9654,Paulo,NNP,I-NP,I-LOC
9654,state,NN,I-NP,O
9654,power,NN,I-NP,O
9654,firm,NN,I-NP,O
9654,Eletropaulo,NNP,I-NP,B-ORG
9654,said,VBD,B-VP,O
9654,it,PRP,B-NP,O
9654,has,VBZ,B-VP,O
9654,named,VBN,I-VP,O
9654,Eduardo,NNP,B-NP,B-PER
9654,Bernini,NNP,I-NP,I-PER
9654,as,IN,B-PP,O
9654,new,JJ,B-NP,O
9654,president,NN,I-NP,O
9654,",",",",O,O
9654,replacing,VBG,B-VP,O
9654,Emmanuel,NNP,B-NP,B-PER
9654,Sobral,NNP,I-NP,I-PER
9654,",",",",O,O
9654,who,WP,B-NP,O
9654,will,MD,B-VP,O
9654,head,VB,I-VP,O
9654,a,DT,B-NP,O
9654,secretariat,NN,I-NP,O
9654,at,IN,B-PP,O
9654,the,DT,B-NP,O
9654,Transportation,NNP,I-NP,B-ORG
9654,Ministry,NNP,I-NP,I-ORG
9654,.,.,O,O
9655,Bernini,NN,B-NP,B-PER
9655,is,VBZ,B-VP,O
9655,expected,VBN,I-VP,O
9655,to,TO,I-VP,O
9655,take,VB,I-VP,O
9655,office,NN,B-NP,O
9655,Thursday,NNP,B-NP,O
9655,",",",",O,O
9655,a,DT,B-NP,O
9655,Eletropaulo,NNP,I-NP,B-ORG
9655,spokeswoman,NN,I-NP,O
9655,said,VBD,B-VP,O
9655,.,.,O,O
9656,--,:,O,O
9656,Romina,NNP,B-NP,B-PER
9656,Nicaretta,NNP,B-NP,I-PER
9656,",",",",O,O
9656,Sao,NNP,B-NP,B-LOC
9656,Paulo,NNP,I-NP,I-LOC
9656,newsroom,NN,I-NP,O
9656,",",",",O,O
9656,5511,CD,B-NP,O
9656,232,CD,I-NP,O
9656,4411,CD,I-NP,O
9656,.,.,O,O
9658,Dutch,JJ,B-NP,B-MISC
9658,government,NN,I-NP,O
9658,wo,MD,B-VP,O
9658,n't,RB,I-VP,O
9658,pay,VB,I-VP,O
9658,ransom,NN,B-NP,O
9658,for,IN,B-PP,O
9658,kidnap,VB,B-VP,O
9658,victims,NNS,B-NP,O
9658,.,.,O,O
9659,SAN,NNP,B-NP,B-LOC
9659,JOSE,NNP,I-NP,I-LOC
9659,",",",",O,O
9659,Costa,NNP,B-NP,B-LOC
9659,Rica,NNP,I-NP,I-LOC
9659,1996-08-27,CD,I-NP,O
9660,The,DT,B-NP,B-LOC
9660,Netherlands,NNP,I-NP,I-LOC
9660,government,NN,I-NP,O
9660,has,VBZ,B-VP,O
9660,ruled,VBN,I-VP,O
9660,out,RP,B-PRT,O
9660,paying,VBG,B-VP,O
9660,ransom,NN,B-NP,O
9660,money,NN,I-NP,O
9660,for,IN,B-PP,O
9660,a,DT,B-NP,O
9660,Dutch,JJ,I-NP,B-MISC
9660,couple,NN,I-NP,O
9660,kidnapped,VBN,B-VP,O
9660,from,IN,B-PP,O
9660,their,PRP$,B-NP,O
9660,farm,NN,I-NP,O
9660,",",",",O,O
9660,while,IN,B-SBAR,O
9660,Costa,JJ,B-NP,B-MISC
9660,Rican,JJ,I-NP,I-MISC
9660,authorities,NNS,I-NP,O
9660,said,VBD,B-VP,O
9660,on,IN,B-PP,O
9660,Tuesday,NNP,B-NP,O
9660,they,PRP,B-NP,O
9660,had,VBD,B-VP,O
9660,no,DT,B-NP,O
9660,leads,NNS,I-NP,O
9660,in,IN,B-PP,O
9660,the,DT,B-NP,O
9660,case,NN,I-NP,O
9660,.,.,O,O
9661,"""","""",O,O
9661,We,PRP,B-NP,O
9661,have,VBP,B-VP,O
9661,not,RB,I-VP,O
9661,had,VBD,I-VP,O
9661,contact,NN,B-NP,O
9661,with,IN,B-PP,O
9661,the,DT,B-NP,O
9661,kidnappers,NNS,I-NP,O
9661,nor,CC,O,O
9661,do,VBP,O,O
9661,we,PRP,B-NP,O
9661,have,VBP,B-VP,O
9661,any,DT,B-NP,O
9661,leads,NNS,I-NP,O
9661,to,TO,B-VP,O
9661,take,VB,I-VP,O
9661,us,PRP,B-NP,O
9661,to,TO,B-PP,O
9661,where,WRB,B-ADVP,O
9661,they,PRP,B-NP,O
9661,might,MD,B-VP,O
9661,be,VB,I-VP,O
9661,held,VBN,I-VP,O
9661,",",",",O,O
9661,"""","""",O,O
9661,Chief,NNP,B-NP,O
9661,of,IN,B-PP,O
9661,Judicial,NNP,B-NP,B-ORG
9661,Police,NNP,I-NP,I-ORG
9661,Manuel,NNP,I-NP,B-PER
9661,Alvarado,NNP,I-NP,I-PER
9661,told,VBD,B-VP,O
9661,Reuters,NNP,B-NP,B-ORG
9661,.,.,O,O
9662,Hurte,NNP,B-NP,B-PER
9662,Sierd,NNP,I-NP,I-PER
9662,Zylstra,NNP,I-NP,I-PER
9662,and,CC,O,O
9662,his,PRP$,B-NP,O
9662,wife,NN,I-NP,O
9662,",",",",O,O
9662,Jetsi,NNP,B-NP,B-PER
9662,Hendrika,NNP,I-NP,I-PER
9662,Coers,NNPS,I-NP,I-PER
9662,",",",",O,O
9662,both,DT,B-NP,O
9662,50,CD,I-NP,O
9662,",",",",O,O
9662,were,VBD,B-VP,O
9662,abducted,NN,B-NP,O
9662,from,IN,B-PP,O
9662,the,DT,B-NP,O
9662,teak,JJ,I-NP,O
9662,plantation,NN,I-NP,O
9662,they,PRP,B-NP,O
9662,managed,VBD,B-VP,O
9662,late,JJ,B-NP,O
9662,Saturday,NNP,I-NP,O
9662,or,CC,O,O
9662,early,JJ,B-NP,O
9662,Sunday,NNP,I-NP,O
9662,by,IN,B-PP,O
9662,at,IN,B-NP,O
9662,least,JJS,I-NP,O
9662,two,CD,I-NP,O
9662,men,NNS,I-NP,O
9662,demanding,VBG,B-VP,O
9662,$,$,B-NP,O
9662,1.5,CD,I-NP,O
9662,million,CD,I-NP,O
9662,ransom,NN,I-NP,O
9662,",",",",O,O
9662,authorities,NNS,B-NP,O
9662,said,VBD,B-VP,O
9662,.,.,O,O
9663,Costa,JJ,B-NP,B-MISC
9663,Rican,JJ,I-NP,I-MISC
9663,officials,NNS,I-NP,O
9663,on,IN,B-PP,O
9663,Monday,NNP,B-NP,O
9663,had,VBD,B-VP,O
9663,given,VBN,I-VP,O
9663,different,JJ,B-NP,O
9663,names,NNS,I-NP,O
9663,for,IN,B-PP,O
9663,the,DT,B-NP,O
9663,couple,NN,I-NP,O
9663,.,.,O,O
9664,Anton,NNP,B-NP,B-PER
9664,Schutte,NNP,I-NP,I-PER
9664,",",",",O,O
9664,an,DT,B-NP,O
9664,official,NN,I-NP,O
9664,with,IN,B-PP,O
9664,the,DT,B-NP,O
9664,embassy,NN,I-NP,O
9664,for,IN,B-PP,O
9664,Belgium,NNP,B-NP,B-LOC
9664,",",",",O,O
9664,the,DT,B-NP,O
9664,Netherlands,NNP,I-NP,B-LOC
9664,and,CC,I-NP,O
9664,Luxembourg,NNP,I-NP,B-LOC
9664,",",",",O,O
9664,said,VBD,B-VP,O
9664,the,DT,B-NP,O
9664,Dutch,JJ,I-NP,B-MISC
9664,government,NN,I-NP,O
9664,had,VBD,B-VP,O
9664,ruled,VBN,I-VP,O
9664,out,RP,B-PRT,O
9664,paying,VBG,B-VP,O
9664,any,DT,B-NP,O
9664,money,NN,I-NP,O
9664,in,IN,B-PP,O
9664,ransom,NN,B-NP,O
9664,.,.,O,O
9664,"""","""",O,O
9665,We,PRP,B-NP,O
9665,'re,VBP,B-VP,O
9665,looking,VBG,I-VP,O
9665,at,IN,B-PP,O
9665,a,DT,B-NP,O
9665,criminal,JJ,I-NP,O
9665,act,NN,I-NP,O
9665,that,WDT,B-NP,O
9665,has,VBZ,B-VP,O
9665,no,DT,B-NP,O
9665,political,JJ,I-NP,O
9665,aspect,NN,I-NP,O
9665,as,RB,B-ADVP,O
9665,far,RB,I-ADVP,O
9665,as,IN,B-PP,O
9665,what,WP,B-NP,O
9665,we,PRP,B-NP,O
9665,can,MD,B-VP,O
9665,tell,VB,I-VP,O
9665,",",",",O,O
9665,"""","""",O,O
9665,Schutte,JJ,B-NP,B-PER
9665,added,VBD,B-VP,O
9665,.,.,O,O
9666,A,DT,B-NP,O
9666,note,NN,I-NP,O
9666,with,IN,B-PP,O
9666,the,DT,B-NP,O
9666,ransom,NN,I-NP,O
9666,demand,NN,I-NP,O
9666,was,VBD,B-VP,O
9666,left,VBN,I-VP,O
9666,in,IN,B-PP,O
9666,the,DT,B-NP,O
9666,couple,NN,I-NP,O
9666,'s,POS,B-NP,O
9666,car,NN,I-NP,O
9666,",",",",O,O
9666,which,WDT,B-NP,O
9666,was,VBD,B-VP,O
9666,used,VBN,I-VP,O
9666,in,IN,B-PP,O
9666,the,DT,B-NP,O
9666,kidnapping,NN,I-NP,O
9666,",",",",O,O
9666,Schutte,NNP,B-NP,B-PER
9666,told,VBD,B-VP,O
9666,a,DT,B-NP,O
9666,news,NN,I-NP,O
9666,conference,NN,I-NP,O
9666,on,IN,B-PP,O
9666,Monday,NNP,B-NP,O
9666,.,.,O,O
9667,He,PRP,B-NP,O
9667,said,VBD,B-VP,O
9667,the,DT,B-NP,O
9667,note,NN,I-NP,O
9667,",",",",O,O
9667,believed,VBD,B-VP,O
9667,to,TO,I-VP,O
9667,have,VB,I-VP,O
9667,been,VBN,I-VP,O
9667,hand-written,JJ,B-NP,O
9667,in,IN,B-PP,O
9667,Spanish,NNP,B-NP,B-MISC
9667,and,CC,O,O
9667,signed,VBD,B-VP,O
9667,by,IN,B-PP,O
9667,the,DT,B-NP,O
9667,victims,NNS,I-NP,O
9667,",",",",O,O
9667,was,VBD,B-VP,O
9667,addressed,VBN,I-VP,O
9667,to,TO,B-PP,O
9667,Ebe,NNP,B-NP,B-PER
9667,Huizinga,NNP,I-NP,I-PER
9667,",",",",O,O
9667,another,DT,B-NP,O
9667,Dutch,JJ,I-NP,B-MISC
9667,citizen,NN,I-NP,O
9667,who,WP,B-NP,O
9667,owns,VBZ,B-VP,O
9667,the,DT,B-NP,O
9667,tree,NN,I-NP,O
9667,plantation,NN,I-NP,O
9667,.,.,O,O
9667,"""","""",O,O
9668,Depending,VBG,B-PP,O
9668,on,IN,B-PP,O
9668,you,PRP,B-NP,O
9668,",",",",O,O
9668,we,PRP,B-NP,O
9668,will,MD,B-VP,O
9668,either,RB,I-VP,O
9668,live,VB,I-VP,O
9668,or,CC,I-VP,O
9668,die,VBP,I-VP,O
9668,",",",",O,O
9668,"""","""",O,O
9668,it,PRP,B-NP,O
9668,said,VBD,B-VP,O
9668,.,.,O,O
9669,Alvarado,NNP,B-NP,B-PER
9669,said,VBD,B-VP,O
9669,the,DT,B-NP,O
9669,car,NN,I-NP,O
9669,was,VBD,B-VP,O
9669,abandoned,VBN,I-VP,O
9669,about,IN,B-NP,O
9669,40,CD,I-NP,O
9669,miles,NNS,I-NP,O
9669,(,(,O,O
9669,60,CD,B-NP,O
9669,km,NN,I-NP,O
9669,),),O,O
9669,north,RB,B-ADVP,O
9669,of,IN,B-PP,O
9669,the,DT,B-NP,O
9669,couple,NN,I-NP,O
9669,'s,POS,B-NP,O
9669,house,NN,I-NP,O
9669,but,CC,O,O
9669,said,VBD,B-VP,O
9669,that,IN,B-SBAR,O
9669,did,VBD,O,O
9669,not,RB,O,O
9669,indicate,VB,B-VP,O
9669,the,DT,B-NP,O
9669,kidnappers,NNS,I-NP,O
9669,intended,VBN,B-VP,O
9669,to,TO,I-VP,O
9669,take,VB,I-VP,O
9669,their,PRP$,B-NP,O
9669,victims,NNS,I-NP,O
9669,into,IN,B-PP,O
9669,neighbouring,VBG,B-VP,O
9669,Nicaragua,NNP,B-NP,B-LOC
9669,.,.,O,O
9670,The,DT,B-NP,O
9670,farm,NN,I-NP,O
9670,is,VBZ,B-VP,O
9670,in,IN,B-PP,O
9670,the,DT,B-NP,O
9670,border,NN,I-NP,O
9670,region,NN,I-NP,O
9670,where,WRB,B-ADVP,O
9670,a,DT,B-NP,O
9670,German,JJ,I-NP,B-MISC
9670,tourist,NN,I-NP,O
9670,and,CC,O,O
9670,a,DT,B-NP,O
9670,Swiss,JJ,I-NP,B-MISC
9670,tour,NN,I-NP,O
9670,guide,NN,I-NP,O
9670,were,VBD,B-VP,O
9670,kidnapped,VBN,I-VP,O
9670,last,JJ,B-NP,O
9670,New,NNP,I-NP,O
9670,Year,NN,I-NP,O
9670,'s,POS,B-NP,O
9670,Eve,NNP,I-NP,O
9670,by,IN,B-PP,O
9670,a,DT,B-NP,O
9670,heavily,RB,I-NP,O
9670,armed,VBN,I-NP,O
9670,band,NN,I-NP,O
9670,led,VBN,B-VP,O
9670,by,IN,B-PP,O
9670,a,DT,B-NP,O
9670,former,JJ,I-NP,O
9670,Nicaraguan,JJ,I-NP,B-MISC
9670,guerrilla,NN,I-NP,O
9670,.,.,O,O
9671,The,DT,B-NP,O
9671,two,CD,I-NP,O
9671,were,VBD,B-VP,O
9671,held,VBN,I-VP,O
9671,for,IN,B-PP,O
9671,71,CD,B-NP,O
9671,days,NNS,I-NP,O
9671,until,IN,B-SBAR,O
9671,relatives,NNS,B-NP,O
9671,paid,VBD,B-VP,O
9671,a,DT,B-NP,O
9671,ransom,NN,I-NP,O
9671,.,.,O,O
9672,Two,CD,B-NP,O
9672,of,IN,B-PP,O
9672,the,DT,B-NP,O
9672,suspected,VBN,I-NP,O
9672,abductors,NNS,I-NP,O
9672,have,VBP,B-VP,O
9672,since,IN,I-VP,O
9672,been,VBN,I-VP,O
9672,arrested,VBN,I-VP,O
9672,.,.,O,O
9674,Venezuela,NNP,B-NP,B-LOC
9674,unions,NNS,I-NP,O
9674,harden,NN,I-NP,O
9674,towards,IN,B-PP,O
9674,CVG,NNP,B-NP,B-ORG
9674,privatization,NN,I-NP,O
9674,.,.,O,O
9675,CARACAS,NNP,B-NP,B-LOC
9675,1996-08-27,CD,I-NP,O
9676,A,DT,B-NP,O
9676,swell,JJ,I-NP,O
9676,of,IN,B-PP,O
9676,protest,NN,B-NP,O
9676,is,VBZ,B-VP,O
9676,growing,VBG,I-VP,O
9676,within,IN,B-PP,O
9676,Venezuela,NNP,B-NP,B-LOC
9676,'s,POS,B-NP,O
9676,trade,NN,I-NP,O
9676,unions,NNS,I-NP,O
9676,at,IN,B-PP,O
9676,the,DT,B-NP,O
9676,proposed,VBN,I-NP,O
9676,year-end,NN,I-NP,O
9676,privatization,NN,I-NP,O
9676,of,IN,B-PP,O
9676,the,DT,B-NP,O
9676,state-owned,JJ,I-NP,O
9676,holding,VBG,I-NP,O
9676,company,NN,I-NP,O
9676,Corporacion,NNP,I-NP,B-ORG
9676,Venezolana,NNP,I-NP,I-ORG
9676,de,NNP,I-NP,I-ORG
9676,Guayana,NNP,I-NP,I-ORG
9676,(,(,O,O
9676,CVG,NNP,O,B-ORG
9676,),),O,O
9676,",",",",O,O
9676,CVG,NNP,B-NP,B-ORG
9676,union,NN,I-NP,O
9676,leaders,NNS,I-NP,O
9676,said,VBD,B-VP,O
9676,Tuesday,NNP,B-NP,O
9676,.,.,O,O
9677,"""","""",O,O
9677,We,PRP,B-NP,O
