sentence_id,text,entity,label,start,end
317,April ' 96 March ' 96 Jan-April ' 96 Jan-April ' 95,April ' 96 March ',DATE,0,18
317,April ' 96 March ' 96 Jan-April ' 96 Jan-April ' 95,96 Jan-April ' 96 Jan-April ',DATE,19,48
318,"Imports 10,663 10,725 43,430 40,989","10,663",CARDINAL,8,14
318,"Imports 10,663 10,725 43,430 40,989","40,989",CARDINAL,29,35
319,"Exports 14,494 14,153 56,126 56,261","14,153 56,126",CARDINAL,15,28
319,"Exports 14,494 14,153 56,126 56,261","56,261",CARDINAL,29,35
320,"Balance +3,831 +3,428 +12,696 +15,272","+12,696 +15,272",PERSON,22,37
321,"The January-April 1995 import figure was revised from 39,584 million markka and the export figure from 55,627 million markka .",January-April 1995,DATE,4,22
321,"The January-April 1995 import figure was revised from 39,584 million markka and the export figure from 55,627 million markka .","39,584 million markka",MONEY,54,75
321,"The January-April 1995 import figure was revised from 39,584 million markka and the export figure from 55,627 million markka .","55,627 million markka",MONEY,103,124
322,The Bank of Finland earlier estimated the April trade surplus at 3.2 billion markka with exports projected at 14.5 billion and imports at 11.3 billion .,The Bank of Finland,ORG,0,19
322,The Bank of Finland earlier estimated the April trade surplus at 3.2 billion markka with exports projected at 14.5 billion and imports at 11.3 billion .,April,DATE,42,47
322,The Bank of Finland earlier estimated the April trade surplus at 3.2 billion markka with exports projected at 14.5 billion and imports at 11.3 billion .,3.2 billion markka,MONEY,65,83
322,The Bank of Finland earlier estimated the April trade surplus at 3.2 billion markka with exports projected at 14.5 billion and imports at 11.3 billion .,14.5 billion,MONEY,110,122
322,The Bank of Finland earlier estimated the April trade surplus at 3.2 billion markka with exports projected at 14.5 billion and imports at 11.3 billion .,11.3 billion,MONEY,138,150
323,The NCB 's official monthly trade statistics are lagging behind due to changes in customs procedures when Finland joined the European Union at the start of 1995 .,NCB,ORG,4,7
323,The NCB 's official monthly trade statistics are lagging behind due to changes in customs procedures when Finland joined the European Union at the start of 1995 .,monthly,DATE,20,27
323,The NCB 's official monthly trade statistics are lagging behind due to changes in customs procedures when Finland joined the European Union at the start of 1995 .,Finland,GPE,106,113
323,The NCB 's official monthly trade statistics are lagging behind due to changes in customs procedures when Finland joined the European Union at the start of 1995 .,the European Union,ORG,121,139
323,The NCB 's official monthly trade statistics are lagging behind due to changes in customs procedures when Finland joined the European Union at the start of 1995 .,the start of 1995,DATE,143,160
324,-- Helsinki Newsroom +358 - 0 - 680 50 245,-- Helsinki Newsroom +358 - 0 - 680 50 245,PERSON,0,42
326,Dutch state raises tap sale price to 99.95 .,Dutch,NORP,0,5
326,Dutch state raises tap sale price to 99.95 .,99.95,CARDINAL,37,42
327,AMSTERDAM 1996-08-22,AMSTERDAM,ORG,0,9
327,AMSTERDAM 1996-08-22,1996-08-22,DATE,10,20
328,The Finance Ministry raised the price for tap sales of the Dutch government 's new 5.75 percent bond due September 2002 to 99.95 from 99.90 .,The Finance Ministry,ORG,0,20
328,The Finance Ministry raised the price for tap sales of the Dutch government 's new 5.75 percent bond due September 2002 to 99.95 from 99.90 .,Dutch,NORP,59,64
328,The Finance Ministry raised the price for tap sales of the Dutch government 's new 5.75 percent bond due September 2002 to 99.95 from 99.90 .,5.75 percent,PERCENT,83,95
328,The Finance Ministry raised the price for tap sales of the Dutch government 's new 5.75 percent bond due September 2002 to 99.95 from 99.90 .,September 2002,DATE,105,119
328,The Finance Ministry raised the price for tap sales of the Dutch government 's new 5.75 percent bond due September 2002 to 99.95 from 99.90 .,99.95,CARDINAL,123,128
328,The Finance Ministry raised the price for tap sales of the Dutch government 's new 5.75 percent bond due September 2002 to 99.95 from 99.90 .,99.90,CARDINAL,134,139
329,Tap sales began on Monday and are being held daily from 07.00 GMT to 15.00 GMT until further notice .,Monday,DATE,19,25
329,Tap sales began on Monday and are being held daily from 07.00 GMT to 15.00 GMT until further notice .,daily,DATE,45,50
329,Tap sales began on Monday and are being held daily from 07.00 GMT to 15.00 GMT until further notice .,07.00,CARDINAL,56,61
329,Tap sales began on Monday and are being held daily from 07.00 GMT to 15.00 GMT until further notice .,GMT,ORG,62,65
329,Tap sales began on Monday and are being held daily from 07.00 GMT to 15.00 GMT until further notice .,15.00,CARDINAL,69,74
329,Tap sales began on Monday and are being held daily from 07.00 GMT to 15.00 GMT until further notice .,GMT,ORG,75,78
330,The ministry had raised 2.3 billion guilders from sales of the new bond by the close of trade on Wednesday .,2.3 billion guilders,MONEY,24,44
330,The ministry had raised 2.3 billion guilders from sales of the new bond by the close of trade on Wednesday .,Wednesday,DATE,97,106
331,-- Amsterdam newsroom +31 20 504 5000,Amsterdam,GPE,3,12
331,-- Amsterdam newsroom +31 20 504 5000,20 504 5000,DATE,26,37
333,German farm ministry tells consumers to avoid British mutton .,German,NORP,0,6
333,German farm ministry tells consumers to avoid British mutton .,British,NORP,46,53
334,BONN 1996-08-22,1996-08-22,DATE,5,15
335,Germany 's Agriculture Ministry suggested on Wednesday that consumers avoid eating meat from British sheep until scientists determine whether mad cow disease can be transmitted to the animals .,Germany,GPE,0,7
335,Germany 's Agriculture Ministry suggested on Wednesday that consumers avoid eating meat from British sheep until scientists determine whether mad cow disease can be transmitted to the animals .,Agriculture Ministry,ORG,11,31
335,Germany 's Agriculture Ministry suggested on Wednesday that consumers avoid eating meat from British sheep until scientists determine whether mad cow disease can be transmitted to the animals .,Wednesday,DATE,45,54
335,Germany 's Agriculture Ministry suggested on Wednesday that consumers avoid eating meat from British sheep until scientists determine whether mad cow disease can be transmitted to the animals .,British,NORP,93,100
336,""" Until this is cleared up by the European Union 's scientific panels -- and we have asked this to be done as quickly as possible -- ( consumers ) should if at all possible give preference to sheepmeat from other countries , "" ministry official Werner Zwingmann told ZDF television .",the European Union 's,ORG,30,51
336,""" Until this is cleared up by the European Union 's scientific panels -- and we have asked this to be done as quickly as possible -- ( consumers ) should if at all possible give preference to sheepmeat from other countries , "" ministry official Werner Zwingmann told ZDF television .",Werner Zwingmann,PERSON,245,261
336,""" Until this is cleared up by the European Union 's scientific panels -- and we have asked this to be done as quickly as possible -- ( consumers ) should if at all possible give preference to sheepmeat from other countries , "" ministry official Werner Zwingmann told ZDF television .",ZDF,ORG,267,270
339,"Bonn has led efforts to ensure consumer protection tops the list of priorities in dealing with the mad cow crisis , which erupted in March when Britain acknowledged humans could contract a similar illness by eating contaminated beef .",Bonn,GPE,0,4
339,"Bonn has led efforts to ensure consumer protection tops the list of priorities in dealing with the mad cow crisis , which erupted in March when Britain acknowledged humans could contract a similar illness by eating contaminated beef .",March,DATE,133,138
339,"Bonn has led efforts to ensure consumer protection tops the list of priorities in dealing with the mad cow crisis , which erupted in March when Britain acknowledged humans could contract a similar illness by eating contaminated beef .",Britain,GPE,144,151
340,The European Commission agreed this month to rethink a proposal to ban the use of suspect sheep tissue after some EU veterinary experts questioned whether it was justified .,The European Commission,ORG,0,23
340,The European Commission agreed this month to rethink a proposal to ban the use of suspect sheep tissue after some EU veterinary experts questioned whether it was justified .,this month,DATE,31,41
340,The European Commission agreed this month to rethink a proposal to ban the use of suspect sheep tissue after some EU veterinary experts questioned whether it was justified .,EU,ORG,114,116
341,"EU Farm Commissioner Franz Fischler had proposed banning sheep brains , spleens and spinal cords from the human and animal food chains after reports from Britain and France that under laboratory conditions sheep could contract Bovine Spongiform Encephalopathy ( BSE ) -- mad cow disease .",EU Farm,ORG,0,7
341,"EU Farm Commissioner Franz Fischler had proposed banning sheep brains , spleens and spinal cords from the human and animal food chains after reports from Britain and France that under laboratory conditions sheep could contract Bovine Spongiform Encephalopathy ( BSE ) -- mad cow disease .",Franz Fischler,PERSON,21,35
341,"EU Farm Commissioner Franz Fischler had proposed banning sheep brains , spleens and spinal cords from the human and animal food chains after reports from Britain and France that under laboratory conditions sheep could contract Bovine Spongiform Encephalopathy ( BSE ) -- mad cow disease .",spleens,NORP,72,79
341,"EU Farm Commissioner Franz Fischler had proposed banning sheep brains , spleens and spinal cords from the human and animal food chains after reports from Britain and France that under laboratory conditions sheep could contract Bovine Spongiform Encephalopathy ( BSE ) -- mad cow disease .",Britain,GPE,154,161
341,"EU Farm Commissioner Franz Fischler had proposed banning sheep brains , spleens and spinal cords from the human and animal food chains after reports from Britain and France that under laboratory conditions sheep could contract Bovine Spongiform Encephalopathy ( BSE ) -- mad cow disease .",France,GPE,166,172
341,"EU Farm Commissioner Franz Fischler had proposed banning sheep brains , spleens and spinal cords from the human and animal food chains after reports from Britain and France that under laboratory conditions sheep could contract Bovine Spongiform Encephalopathy ( BSE ) -- mad cow disease .",Bovine Spongiform Encephalopathy,PERSON,227,259
341,"EU Farm Commissioner Franz Fischler had proposed banning sheep brains , spleens and spinal cords from the human and animal food chains after reports from Britain and France that under laboratory conditions sheep could contract Bovine Spongiform Encephalopathy ( BSE ) -- mad cow disease .",BSE,ORG,262,265
342,But some members of the EU 's standing veterinary committee questioned whether the action was necessary given the slight risk to human health .,EU,ORG,24,26
343,The question is being studied separately by two EU scientific committees .,two,CARDINAL,44,47
343,The question is being studied separately by two EU scientific committees .,EU,ORG,48,50
344,"Sheep have long been known to contract scrapie , a similar brain-wasting disease to BSE which is believed to have been transferred to cattle through feed containing animal waste .",BSE,ORG,84,87
345,British officials say sheep meat is perfectly safe to eat .,British,NORP,0,7
346,"ZDF said Germany imported 47,600 sheep from Britain last year , nearly half of total imports .",ZDF,ORG,0,3
346,"ZDF said Germany imported 47,600 sheep from Britain last year , nearly half of total imports .",Germany,GPE,9,16
346,"ZDF said Germany imported 47,600 sheep from Britain last year , nearly half of total imports .","47,600",CARDINAL,26,32
346,"ZDF said Germany imported 47,600 sheep from Britain last year , nearly half of total imports .",Britain,GPE,44,51
346,"ZDF said Germany imported 47,600 sheep from Britain last year , nearly half of total imports .",last year,DATE,52,61
346,"ZDF said Germany imported 47,600 sheep from Britain last year , nearly half of total imports .",nearly half,CARDINAL,64,75
347,"It brought in 4,275 tonnes of British mutton , some 10 percent of overall imports .","4,275 tonnes",QUANTITY,14,26
347,"It brought in 4,275 tonnes of British mutton , some 10 percent of overall imports .",British,NORP,30,37
347,"It brought in 4,275 tonnes of British mutton , some 10 percent of overall imports .",some 10 percent,PERCENT,47,62
348,"After the British government admitted a possible link between mad cow disease and its fatal human equivalent , the EU imposed a worldwide ban on British beef exports .",British,NORP,10,17
348,"After the British government admitted a possible link between mad cow disease and its fatal human equivalent , the EU imposed a worldwide ban on British beef exports .",EU,ORG,115,117
348,"After the British government admitted a possible link between mad cow disease and its fatal human equivalent , the EU imposed a worldwide ban on British beef exports .",British,NORP,145,152
349,EU leaders agreed at a summit in June to a progressive lifting of the ban as Britain takes parallel measures to eradicate the disease .,EU,ORG,0,2
349,EU leaders agreed at a summit in June to a progressive lifting of the ban as Britain takes parallel measures to eradicate the disease .,June,DATE,33,37
